2025-01-16 01:53:20,Bruno Mars,66123836,95
2025-01-16 01:53:20,Stray Kids,17949308,86
2025-01-16 01:53:20,Charli XCX,4748382,85
2025-01-16 01:53:20,Olivia Rodrigo,43003409,87
2025-01-16 01:53:20,TWICE,21248175,81
2025-01-16 01:53:20,Laufey,6375236,84

